movieId	title	user_id	rating	plot
122900	Ant-Man	0	8	Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.
127114	The End of the Tour	0	6	The story of the five-day interview between Rolling Stone reporter David Lipsky and acclaimed novelist David Foster Wallace, which took place right after the 1996 publication of Wallace's groundbreaking epic novel, 'Infinite Jest.'
127202	Me and Earl and the Dying Girl	0	8	High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.
131656	Shaun the Sheep Movie	0	6	When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home.
132112	Good Kill	0	7	A family man begins to question the ethics of his job as a drone pilot.
134368	Spy	0	7	A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.
139644	Sicario	0	7	An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.
143385	Bridge of Spies	0	7	During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.
146656	Creed	0	6	The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.
152081	Zootopia	0	6	In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.
158657	Dustbin Baby	0	6	The film follows the story of young teen April whose troubled life began in a dustbin - a new born baby, abandoned and alone, not celebrated, not wanted but discarded and left like so much ...
162350	The Magnificent Seven	0	6	Seven gunmen from a variety of backgrounds are brought together by a vengeful young widow to protect her town from the private army of a destructive industrialist.
163745	The Kid	0	8	The Tramp cares for an abandoned child, but events put that relationship in jeopardy.
170827	The Mummy	0	6	At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreck havoc as he searches for the reincarnation of his long-lost love.
172679	The Heat	0	6	An uptight FBI Special Agent is paired with a foul-mouthed Boston cop to take down a ruthless drug lord.
